,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-303,36,-86,3,-73,16,-80,9,-85,4,-86,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
1,-416,50,-209,3,-73,16,-80,9,-85,4,-86,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
2,-416,50,-458,4,-73,16,-80,9,-85,4,-86,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
3,-416,50,-463,4,-243,91,-80,9,-85,4,-86,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
4,-416,50,-463,4,-333,133,-183,24,-85,4,-86,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
5,-416,50,-463,4,-333,133,-404,53,-85,4,-86,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
6,-416,50,-463,4,-333,133,-411,56,-324,5,-86,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
7,-416,50,-463,4,-333,133,-411,56,-461,5,-198,4,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
8,-416,50,-463,4,-333,133,-411,56,-461,5,-447,5,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
9,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-321,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
10,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-195,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
11,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-442,5,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
12,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-316,3,-87,2,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
13,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-189,3,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
14,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-439,3,-87,2,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
15,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-309,5,-87,2,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
16,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-182,5,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
17,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-421,16,-84,5,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
18,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-295,14,-87,2,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
19,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-179,3,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
20,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-425,7,-84,5,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
21,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-282,22,-81,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
22,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-152,25,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
23,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-367,60,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
24,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-292,7,-86,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
25,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-169,3,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
26,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-412,10,-85,4,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
27,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-285,9,-86,3,-87,2,-86,3,-81,8,-85,4,-87,2
28,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-164,3,-87,2,-86,3,-81,8,-85,4,-87,2
29,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-411,6,-87,2,-86,3,-81,8,-85,4,-87,2
30,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-459,7,-282,8,-86,3,-81,8,-85,4,-87,2
31,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-459,7,-453,13,-159,4,-81,8,-85,4,-87,2
32,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-459,7,-453,13,-407,6,-81,8,-85,4,-87,2
33,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-459,7,-453,13,-459,7,-265,21,-85,4,-87,2
34,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-459,7,-453,13,-459,7,-429,37,-151,8,-87,2
35,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-459,7,-453,13,-459,7,-429,37,-394,15,-87,2
36,-416,50,-463,4,-333,133,-411,56,-461,5,-461,6,-463,3,-462,5,-462,4,-464,3,-460,6,-451,16,-444,22,-460,7,-429,37,-401,66,-453,13,-456,11,-453,13,-459,7,-453,13,-459,7,-429,37,-449,16,-271,12
37,-419,50,-466,4,-334,135,-414,56,-464,5,-464,6,-466,3,-465,5,-464,4,-467,3,-462,6,-454,16,-446,22,-463,7,-430,38,-402,68,-455,13,-459,11,-455,13,-462,7,-455,13,-462,7,-431,37,-452,16,-451,18
38,-430,50,-477,4,-341,139,-421,60,-475,5,-475,6,-477,3,-476,5,-476,4,-478,3,-474,6,-465,16,-458,22,-474,7,-440,40,-412,69,-466,14,-468,11,-462,13,-469,7,-462,13,-469,7,-438,37,-459,16,-458,18
39,-442,51,-490,4,-354,139,-433,61,-488,5,-488,6,-490,3,-489,5,-489,4,-491,3,-487,6,-470,16,-462,23,-479,7,-443,42,-417,69,-471,14,-474,12,-472,13,-479,7,-472,13,-479,7,-448,37,-468,17,-468,18
40,-450,51,-497,4,-359,142,-439,62,-496,5,-495,6,-498,3,-496,5,-497,4,-498,3,-494,7,-485,16,-478,23,-494,7,-457,43,-424,72,-482,14,-484,12,-483,13,-489,7,-483,13,-489,7,-458,38,-478,18,-476,21
41,-462,53,-511,4,-370,145,-452,63,-510,5,-509,6,-512,3,-510,5,-511,4,-512,3,-508,7,-498,17,-491,24,-500,7,-459,43,-429,73,-488,14,-490,12,-489,13,-495,7,-489,13,-495,7,-463,39,-484,18,-482,21
42,-468,53,-517,4,-373,148,-457,64,-516,5,-515,6,-518,3,-516,5,-514,4,-515,3,-511,7,-501,17,-494,24,-511,7,-473,45,-444,74,-503,15,-506,12,-503,15,-511,7,-505,13,-511,7,-477,41,-498,20,-498,21
43,-475,54,-525,4,-377,152,-465,64,-523,6,-523,6,-526,3,-524,5,-525,4,-526,3,-522,7,-512,17,-503,26,-522,7,-484,45,-453,76,-514,15,-517,12,-514,15,-522,7,-516,13,-522,7,-488,41,-509,20,-508,21
44,-488,55,-539,4,-387,156,-479,64,-536,7,-537,6,-540,3,-538,5,-539,4,-540,3,-536,7,-525,18,-515,28,-535,8,-497,46,-464,79,-528,15,-528,12,-514,15,-522,7,-516,13,-522,7,-488,41,-509,20,-508,22
45,-494,55,-545,4,-390,159,-485,64,-542,7,-543,6,-546,3,-544,5,-545,4,-546,3,-542,7,-530,19,-521,28,-541,8,-501,48,-469,80,-534,15,-537,12,-533,16,-542,7,-534,15,-542,7,-508,41,-529,20,-526,23
46,-504,56,-556,4,-399,161,-496,64,-552,8,-554,6,-557,3,-555,5,-556,4,-557,3,-553,7,-540,20,-530,30,-552,8,-512,48,-478,82,-543,15,-544,13,-539,18,-550,7,-542,15,-550,7,-515,42,-536,21,-535,23
47,-513,57,-565,5,-408,162,-505,65,-562,8,-564,6,-567,3,-565,5,-566,4,-567,3,-563,7,-549,21,-539,31,-562,8,-521,49,-486,84,-553,15,-554,13,-549,18,-560,7,-551,16,-558,9,-523,44,-546,21,-545,23
48,-520,59,-574,5,-415,164,-512,67,-571,8,-573,6,-576,3,-574,5,-575,4,-576,3,-572,7,-558,21,-548,31,-571,8,-529,50,-494,85,-564,15,-566,13,-561,18,-571,8,-563,16,-570,9,-535,44,-558,21,-556,23
49,-529,60,-584,5,-423,166,-520,69,-581,8,-583,6,-586,3,-584,5,-585,4,-586,3,-581,8,-568,21,-558,31,-581,8,-538,51,-504,85,-574,15,-576,13,-571,18,-581,8,-571,18,-580,9,-544,45,-568,21,-566,23
50,-539,61,-595,5,-432,168,-530,70,-592,8,-594,6,-597,3,-595,5,-596,4,-597,3,-591,9,-579,21,-569,31,-592,8,-548,52,-514,86,-585,15,-587,13,-581,19,-591,8,-577,18,-586,9,-548,47,-574,21,-572,24
51,-547,62,-604,5,-438,171,-538,71,-601,8,-603,6,-606,3,-604,5,-605,4,-606,3,-599,10,-588,21,-576,33,-601,8,-556,53,-521,88,-594,15,-596,13,-590,19,-601,8,-590,19,-599,10,-561,48,-587,22,-583,26
52,-558,65,-617,6,-449,174,-549,74,-614,8,-612,6,-615,3,-613,5,-614,4,-615,3,-608,10,-597,21,-585,33,-610,8,-563,55,-528,90,-603,15,-605,13,-599,19,-610,8,-599,19,-608,10,-568,50,-596,22,-593,26
53,-565,67,-626,6,-456,176,-558,74,-624,8,-626,6,-629,3,-627,5,-628,4,-629,3,-621,11,-611,21,-598,34,-624,8,-571,55,-533,92,-610,15,-612,13,-606,19,-616,9,-606,19,-615,10,-575,50,-603,22,-600,26
54,-575,67,-636,6,-462,180,-567,75,-634,8,-636,6,-639,3,-637,5,-638,4,-639,3,-631,11,-621,21,-608,34,-633,9,-580,56,-543,92,-620,15,-620,15,-615,20,-626,9,-616,19,-624,11,-584,51,-613,22,-609,27
55,-583,68,-644,7,-469,182,-575,76,-643,8,-645,6,-648,3,-646,5,-644,4,-645,3,-637,11,-626,22,-613,35,-639,9,-592,56,-553,95,-633,15,-633,15,-627,21,-638,10,-628,20,-637,11,-596,52,-626,22,-621,28
