,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-74,2,-66,10,-68,8,-76,2,-69,5,-77,2,-68,9,-70,7,-67,11,-71,5,-63,13,-72,4,-76,6,-77,2,-69,7,-72,4,-75,3,-74,2,-74,3
1,-76,2,-70,10,-77,9,-80,2,-77,5,-82,3,-72,9,-74,8,-71,11,-76,6,-68,13,-75,4,-79,6,-85,2,-73,8,-79,4,-80,3,-76,2,-78,3
2,-85,2,-72,10,-82,9,-86,2,-80,5,-85,3,-73,9,-76,9,-75,11,-82,6,-73,13,-83,5,-82,6,-88,2,-83,9,-84,4,-87,3,-80,2,-84,3
3,-89,2,-77,11,-87,10,-92,2,-87,5,-93,3,-80,9,-78,9,-82,11,-87,6,-76,14,-87,5,-86,6,-91,2,-87,9,-88,4,-90,3,-84,2,-91,3
4,-91,2,-82,11,-93,11,-98,2,-92,6,-97,3,-85,9,-79,11,-91,12,-90,6,-80,15,-95,6,-90,6,-97,2,-91,9,-94,4,-93,3,-89,2,-93,3
5,-94,2,-85,11,-99,11,-98,2,-94,6,-107,3,-94,9,-83,11,-93,12,-94,6,-85,15,-99,7,-99,6,-103,2,-97,9,-102,4,-99,3,-91,2,-97,4
6,-95,2,-86,11,-104,11,-101,2,-101,6,-112,4,-99,9,-90,11,-96,12,-98,7,-91,16,-105,7,-105,6,-107,2,-104,10,-106,4,-104,3,-99,2,-101,4
7,-100,2,-96,11,-107,11,-106,2,-104,6,-115,4,-106,10,-94,11,-103,12,-103,7,-94,17,-110,7,-111,6,-112,2,-110,10,-112,4,-109,3,-101,2,-104,4
8,-106,2,-100,12,-111,11,-110,2,-112,6,-123,4,-109,10,-98,12,-103,12,-110,7,-98,18,-114,7,-119,7,-118,2,-116,10,-116,4,-112,3,-105,2,-108,4
9,-112,2,-102,14,-116,11,-117,2,-115,6,-129,4,-112,10,-102,12,-107,12,-117,8,-101,20,-121,7,-128,7,-121,2,-120,11,-120,4,-115,3,-110,2,-112,4
