,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-306,43,-97,2,-78,21,-89,10,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
1,-396,49,-250,3,-78,21,-89,10,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
2,-396,49,-441,3,-119,39,-89,10,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
3,-396,49,-441,3,-289,119,-89,10,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
4,-396,49,-441,3,-314,132,-278,33,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
5,-396,49,-441,3,-314,132,-394,51,-211,4,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
6,-396,49,-441,3,-314,132,-394,51,-438,6,-117,3,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
7,-396,49,-441,3,-314,132,-394,51,-438,6,-366,4,-96,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
8,-396,49,-441,3,-314,132,-394,51,-438,6,-440,5,-271,3,-97,2,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
9,-396,49,-441,3,-314,132,-394,51,-438,6,-440,5,-441,3,-176,3,-96,3,-97,2,-97,2,-95,4,-93,6,-95,4,-94,5,-90,9,-96,3,-95,4,-95,4,-96,3,-96,3,-95,4,-93,6,-95,4,-94,5
